"city","area","rooms","bathroom","parking","floor","animal","furniture","hoa","rent","property_tax"
"Porto Alegre",60,2,1,0,3,"yes","no",170,1090,25
"Sao Paulo",213,3,3,2,1,"no","no",3200,6500,475
"Campinas",74,3,1,1,4,"yes","no",308,814,49
"Sao Paulo",120,3,1,1,0,"yes","no",0,2625,0
"Rio de Janeiro",45,1,1,0,2,"yes","no",340,1900,13
"Sao Paulo",59,2,2,1,2,"yes","no",759,3478,75
"Rio de Janeiro",35,1,1,0,5,"no","yes",600,4500,67
"Sao Paulo",253,4,5,3,16,"yes","no",2100,4100,0
"Campinas",78,3,2,1,6,"yes","no",645,1600,67
"Belo Horizonte",200,4,3,3,10,"no","no",2012,5000,547
"Sao Paulo",128,3,3,2,10,"yes","no",2600,3800,605
"Belo Horizonte",200,5,2,5,0,"yes","no",0,4000,148
"Sao Paulo",60,2,2,1,17,"yes","no",440,1250,38
"Sao Paulo",244,3,4,2,7,"yes","yes",3500,12000,648
"Sao Paulo",120,2,1,1,0,"no","no",0,3000,280
"Campinas",145,4,3,2,8,"yes","no",1800,5700,292
"Sao Paulo",120,3,2,1,7,"yes","no",1400,4675,200
"Campinas",34,1,1,0,4,"yes","no",430,650,70
"Sao Paulo",90,2,1,2,4,"yes","no",1100,2000,0
"Campinas",76,2,1,0,1,"yes","no",300,700,100
"Sao Paulo",69,3,2,1,8,"yes","no",670,2000,6
"Sao Paulo",150,3,2,0,0,"yes","no",0,2500,150
"Sao Paulo",101,2,2,1,12,"yes","no",582,1700,0
"Sao Paulo",225,3,3,2,5,"yes","no",2560,10800,670
"Sao Paulo",220,4,4,4,8,"yes","no",2058,4500,540
"Porto Alegre",79,2,1,0,10,"yes","no",400,1880,67
"Sao Paulo",25,1,1,0,0,"yes","no",0,1200,25
"Sao Paulo",277,3,5,4,0,"yes","no",2580,9000,771
"Sao Paulo",282,4,4,3,19,"yes","yes",3100,10000,1334
"Sao Paulo",200,4,5,3,1,"no","no",2800,5500,997
"Porto Alegre",45,1,1,2,5,"yes","no",800,2300,9
"Sao Paulo",280,4,4,3,17,"yes","yes",2400,6553,0
"Sao Paulo",155,4,3,2,16,"yes","no",1050,3500,459
"Sao Paulo",44,1,1,1,9,"yes","yes",398,1900,19
"Belo Horizonte",312,4,5,4,9,"yes","no",1067,8000,890
"Sao Paulo",64,2,1,1,5,"yes","yes",741,1850,75
"Sao Paulo",150,2,2,3,2,"no","yes",4085,8000,570
"Sao Paulo",65,2,1,0,0,"yes","no",0,1300,70
"Rio de Janeiro",40,1,1,0,9,"yes","yes",550,1980,84
"Sao Paulo",50,1,1,0,12,"yes","yes",501,1800,0
"Belo Horizonte",120,3,3,2,0,"yes","no",0,2320,125
"Rio de Janeiro",95,3,1,0,2,"yes","no",528,3000,140
"Rio de Janeiro",25,1,1,2,6,"no","yes",540,1650,42
"Sao Paulo",202,4,3,4,5,"yes","no",4308,12000,1896
"Rio de Janeiro",30,1,1,0,3,"yes","no",350,1000,17
"Porto Alegre",30,1,1,0,1,"yes","yes",230,850,18
"Belo Horizonte",1000,3,4,2,0,"yes","no",0,5000,365
"Porto Alegre",80,3,1,1,8,"yes","no",400,1700,125
"Belo Horizonte",120,4,3,2,2,"yes","no",0,3250,0
"Sao Paulo",249,3,3,3,0,"yes","no",0,9000,834
"Sao Paulo",90,3,3,2,16,"yes","no",1119,2600,360
"Rio de Janeiro",91,2,2,1,1,"yes","no",1102,3450,201
"Sao Paulo",36,1,1,0,4,"yes","no",300,1162,19
"Sao Paulo",51,2,1,1,7,"yes","no",427,2900,114
"Sao Paulo",287,4,4,4,6,"no","no",7900,11300,2590
"Rio de Janeiro",65,2,2,1,5,"yes","yes",1265,6700,262
"Sao Paulo",84,2,2,2,20,"no","yes",1250,9600,217
"Sao Paulo",43,1,1,1,2,"no","yes",488,3600,133
"Sao Paulo",58,2,1,1,1,"yes","no",430,1540,0
"Sao Paulo",208,4,4,3,1,"yes","yes",2860,8000,1672
"Sao Paulo",462,7,2,3,0,"no","no",0,8600,834
"Sao Paulo",167,3,2,1,14,"yes","yes",1800,9500,500
"Sao Paulo",62,2,1,1,12,"no","yes",650,1236,34
"Porto Alegre",75,2,2,0,5,"yes","no",400,2500,140
"Campinas",244,5,7,4,12,"yes","no",1600,8000,500
"Sao Paulo",309,4,7,8,0,"yes","no",0,8000,1250
"Porto Alegre",40,1,1,0,5,"yes","no",400,950,100
"Porto Alegre",90,2,1,0,2,"yes","no",200,950,26
"Porto Alegre",47,1,1,0,0,"no","no",200,1100,0
"Porto Alegre",143,3,2,3,9,"yes","yes",1950,6000,698
"Sao Paulo",230,3,4,3,8,"no","no",2700,4210,1167
"Sao Paulo",580,6,6,6,0,"yes","no",0,6960,2084
"Sao Paulo",238,4,4,3,1,"yes","yes",2569,15000,542
"Sao Paulo",113,3,4,3,5,"yes","yes",1055,3400,178
"Sao Paulo",115,2,2,2,10,"no","yes",1395,3800,259
"Sao Paulo",80,1,2,1,10,"yes","yes",1000,4000,109
"Rio de Janeiro",300,4,4,3,3,"yes","no",2300,4500,803
"Campinas",70,1,1,2,0,"yes","no",0,1450,5
"Sao Paulo",52,2,1,0,0,"yes","no",375,990,0
"Sao Paulo",55,2,1,1,9,"yes","no",655,1530,100
"Rio de Janeiro",58,2,1,1,7,"yes","no",754,750,44
"Campinas",50,2,1,1,0,"yes","no",330,1150,0
"Campinas",40,1,1,0,4,"yes","no",420,500,17
"Sao Paulo",164,3,2,1,15,"yes","yes",1229,3700,198
"Porto Alegre",76,2,2,0,2,"yes","no",190,2100,49
"Sao Paulo",80,2,1,1,2,"yes","yes",1950,2800,209
"Belo Horizonte",300,5,4,3,0,"yes","no",0,15000,417
"Porto Alegre",75,2,2,2,4,"yes","no",550,1600,122
"Sao Paulo",280,3,4,2,0,"yes","yes",8000,8000,667
"Porto Alegre",50,1,1,1,3,"no","no",370,1200,50
"Sao Paulo",74,1,2,2,8,"yes","yes",850,5500,294
"Sao Paulo",73,2,1,1,4,"yes","no",540,2080,0
"Campinas",280,4,3,4,0,"yes","no",2307,3100,341
"Rio de Janeiro",403,3,4,2,3,"yes","no",2800,15000,667
"Campinas",424,4,5,4,0,"yes","no",0,3315,358
"Sao Paulo",190,4,5,3,10,"yes","no",3200,4000,417
"Sao Paulo",454,4,3,4,0,"yes","yes",2700,10900,917
"Sao Paulo",138,3,2,1,7,"no","no",2000,7600,238
"Sao Paulo",600,5,5,6,0,"yes","no",0,15000,2100
"Campinas",58,2,1,1,1,"yes","yes",385,3500,64
"Sao Paulo",38,1,1,0,16,"yes","yes",290,2500,0
"Sao Paulo",113,2,2,1,4,"yes","no",1000,3000,50
"Sao Paulo",70,2,1,0,0,"no","no",0,1700,25
"Rio de Janeiro",90,2,1,0,10,"yes","yes",1,4000,1
"Sao Paulo",183,4,4,3,7,"yes","no",2200,5000,834
"Rio de Janeiro",20,1,1,0,8,"yes","yes",630,1370,25
"Belo Horizonte",66,2,1,1,1,"yes","no",380,500,23
"Rio de Janeiro",92,2,2,0,3,"yes","no",1550,2700,250
"Porto Alegre",70,2,1,0,3,"no","yes",300,1800,0
"Sao Paulo",93,3,2,1,10,"yes","no",1497,3400,227
"Sao Paulo",220,4,5,4,5,"no","no",2066,3230,1577
"Sao Paulo",20,1,1,0,3,"no","yes",300,600,40
"Sao Paulo",92,3,2,2,0,"no","no",150,2200,198
"Belo Horizonte",50,2,1,0,0,"no","no",0,1200,250
"Sao Paulo",300,3,5,2,12,"no","yes",2100,13900,809
"Porto Alegre",90,3,1,1,6,"yes","no",380,1750,90
"Campinas",36,1,1,0,4,"no","no",300,500,10
"Rio de Janeiro",70,2,2,0,3,"yes","no",1015,2250,135
"Sao Paulo",200,3,3,2,0,"yes","no",0,3500,292
"Rio de Janeiro",160,3,2,1,4,"yes","yes",1957,6800,513
"Sao Paulo",135,3,2,3,7,"yes","no",1941,2800,635
"Sao Paulo",70,1,1,0,0,"yes","no",0,1200,34
"Belo Horizonte",95,2,1,1,4,"no","yes",330,2000,94
"Sao Paulo",60,2,2,2,15,"yes","no",692,1900,90
"Sao Paulo",36,1,1,0,1,"yes","no",0,860,50
"Sao Paulo",136,3,3,3,4,"yes","yes",1970,6000,600
"Sao Paulo",250,3,2,2,0,"yes","no",0,3500,250
"Sao Paulo",330,3,5,3,15,"yes","no",3400,15000,2500
"Belo Horizonte",65,3,2,1,5,"no","no",250,950,82
"Campinas",380,3,4,4,0,"yes","no",3640,8000,534
"Sao Paulo",350,5,5,4,0,"yes","no",0,3000,467
"Campinas",70,2,1,0,2,"yes","no",470,700,39
"Rio de Janeiro",65,2,2,0,2,"yes","no",640,1500,70
"Rio de Janeiro",95,2,2,0,0,"yes","no",450,3430,263
"Sao Paulo",120,2,1,1,0,"yes","no",0,1600,167
"Sao Paulo",248,3,4,3,2,"yes","no",4325,5300,1521
"Sao Paulo",100,2,1,2,0,"no","no",0,3300,317
"Sao Paulo",394,4,6,4,23,"yes","yes",6000,4000,2500
"Campinas",209,3,3,2,0,"no","no",593,2550,237
"Rio de Janeiro",16,1,1,0,2,"yes","no",450,555,30
"Sao Paulo",49,2,1,1,8,"yes","no",528,1700,135
"Rio de Janeiro",70,2,2,1,4,"no","yes",750,4100,13
"Rio de Janeiro",150,3,2,3,2,"yes","no",0,2430,38
"Porto Alegre",58,2,1,1,4,"yes","no",220,1320,67
"Sao Paulo",200,3,4,1,8,"no","yes",2200,6000,375
"Belo Horizonte",400,3,3,0,0,"yes","no",0,3500,142
"Sao Paulo",196,3,4,2,1,"no","no",2200,3300,559
"Porto Alegre",40,1,1,0,3,"no","yes",0,2000,0
"Belo Horizonte",158,3,3,2,5,"yes","no",796,3700,360
"Sao Paulo",130,2,1,1,0,"yes","no",0,4000,0
"Campinas",48,1,2,0,2,"yes","yes",704,987,46
"Sao Paulo",72,2,1,1,7,"yes","no",438,1440,51
"Sao Paulo",65,2,1,0,2,"yes","no",425,1680,33
"Porto Alegre",60,2,1,1,7,"yes","no",320,1900,50
"Sao Paulo",48,1,1,1,19,"yes","no",588,1525,0
"Rio de Janeiro",47,1,1,0,2,"no","no",306,1400,22
"Porto Alegre",84,2,1,0,3,"yes","no",500,900,73
"Sao Paulo",186,4,2,2,2,"yes","no",1500,2500,0
"Belo Horizonte",85,3,2,2,2,"no","no",500,1500,114
"Sao Paulo",160,4,5,3,2,"yes","yes",1623,3800,834
"Rio de Janeiro",74,2,1,1,1,"yes","no",100,900,65
"Sao Paulo",18,1,1,0,0,"yes","no",0,1720,0
"Porto Alegre",130,2,1,2,0,"yes","no",0,2000,109
"Belo Horizonte",95,3,2,1,2,"yes","no",300,2300,182
"Sao Paulo",105,3,2,3,1,"yes","no",1250,1900,552
"Belo Horizonte",85,2,2,1,6,"yes","no",1105,1100,119
"Belo Horizonte",50,1,1,2,0,"yes","no",0,1280,83
"Rio de Janeiro",103,3,2,1,3,"yes","no",1736,4500,290
"Sao Paulo",54,2,1,1,1,"yes","no",990,780,0
"Campinas",75,2,1,2,1,"yes","no",235,1400,25
"Belo Horizonte",63,3,2,2,2,"no","no",180,1300,90
"Belo Horizonte",150,5,5,5,0,"yes","yes",0,14000,835
"Sao Paulo",47,2,1,1,12,"yes","no",597,1570,0
"Rio de Janeiro",140,3,2,3,2,"yes","yes",926,4235,145
"Rio de Janeiro",40,1,1,0,2,"yes","no",380,1110,0
"Belo Horizonte",115,3,2,1,2,"no","no",334,2200,110
"Sao Paulo",160,4,3,2,9,"yes","yes",2800,9530,286
"Rio de Janeiro",80,1,1,0,0,"no","no",70,1400,38
"Rio de Janeiro",75,2,1,1,2,"yes","no",450,1100,50
"Porto Alegre",80,2,1,0,1,"yes","no",0,950,65
"Sao Paulo",80,2,2,1,0,"yes","no",0,2600,417
"Sao Paulo",199,3,4,5,17,"yes","yes",2800,4000,1500
"Sao Paulo",400,4,4,3,0,"yes","no",0,9000,542
"Sao Paulo",70,1,1,0,0,"no","no",0,1086,163
"Sao Paulo",300,4,5,4,0,"yes","no",0,5000,538
"Belo Horizonte",70,2,1,1,6,"yes","no",370,1100,103
"Sao Paulo",250,3,2,1,2,"yes","no",3200,8500,5000
"Rio de Janeiro",27,1,1,0,12,"yes","yes",350,1700,67
"Sao Paulo",54,2,1,1,12,"no","no",720,2010,71
"Sao Paulo",225,4,5,4,22,"yes","yes",2000,9000,1192
"Sao Paulo",125,3,2,1,9,"yes","no",1000,4655,200
"Sao Paulo",55,2,1,0,0,"yes","no",0,2000,75
"Sao Paulo",186,3,3,2,22,"no","no",1350,5435,405
"Rio de Janeiro",154,3,3,1,5,"yes","no",1450,5000,367
"Sao Paulo",200,3,4,2,0,"no","yes",0,9800,417
"Sao Paulo",246,3,4,3,8,"yes","no",3200,4500,794
"Porto Alegre",78,2,1,0,3,"yes","no",280,1380,32
"Sao Paulo",70,2,1,1,0,"yes","no",60,2100,0
"Sao Paulo",188,3,1,3,0,"yes","no",0,9500,472
"Belo Horizonte",165,3,2,4,2,"yes","yes",230,2870,142
"Campinas",63,2,1,0,1,"yes","no",430,950,0
"Belo Horizonte",200,4,2,2,5,"yes","no",2341,4000,421
"Sao Paulo",298,4,5,4,1,"no","no",3600,6000,1250
"Sao Paulo",154,3,1,3,17,"yes","yes",830,6700,400
"Campinas",110,3,2,2,7,"no","no",900,2100,100
"Campinas",130,2,2,5,0,"yes","no",0,1800,321
"Sao Paulo",32,1,1,1,18,"no","yes",1600,3500,234
"Rio de Janeiro",170,4,3,2,10,"yes","no",2500,2430,500
"Sao Paulo",69,2,1,0,8,"yes","no",1100,1600,0
"Rio de Janeiro",118,2,2,1,6,"yes","no",1600,3950,271
"Rio de Janeiro",90,3,1,0,4,"yes","no",370,2800,109
"Campinas",65,1,1,1,9,"yes","no",380,1200,83
"Sao Paulo",260,4,3,4,1,"yes","yes",2780,4000,1200
"Sao Paulo",182,3,5,3,10,"yes","no",3600,4900,875
"Sao Paulo",41,1,1,1,10,"no","no",900,3500,100
"Sao Paulo",45,1,1,0,0,"yes","no",0,1400,0
"Sao Paulo",100,1,3,2,8,"no","yes",800,2500,125
"Sao Paulo",66,2,1,0,7,"yes","no",356,1650,0
"Belo Horizonte",71,3,2,2,4,"yes","no",660,970,149
"Campinas",94,2,1,1,1,"yes","no",525,1200,88
"Rio de Janeiro",80,2,2,1,2,"yes","no",662,1380,215
"Sao Paulo",41,1,1,1,4,"no","yes",380,3220,0
"Sao Paulo",140,3,2,1,0,"yes","no",0,3825,0
"Rio de Janeiro",70,3,1,1,2,"yes","no",550,1200,0
"Campinas",58,1,1,1,3,"yes","no",710,720,40
"Sao Paulo",200,3,4,4,8,"yes","yes",1800,5600,860
"Rio de Janeiro",40,1,1,0,3,"yes","no",262,725,0
"Sao Paulo",240,3,4,4,0,"no","no",0,4000,370
"Sao Paulo",220,4,5,2,0,"yes","no",0,6500,1176
"Sao Paulo",132,3,2,2,8,"yes","yes",1650,4000,400
"Belo Horizonte",106,3,2,2,7,"no","no",1294,2200,239
"Sao Paulo",150,3,3,2,3,"yes","yes",2100,2000,584
"Sao Paulo",68,3,1,1,7,"no","no",700,1400,0
"Porto Alegre",180,4,5,3,9,"yes","yes",2500,10500,410
"Porto Alegre",44,1,1,1,9,"yes","no",280,1170,31
"Rio de Janeiro",75,2,1,0,3,"yes","no",888,1900,267
"Sao Paulo",58,2,2,1,6,"yes","no",450,4700,5
"Sao Paulo",72,2,1,0,9,"yes","no",760,2200,17
"Sao Paulo",190,4,4,2,0,"yes","no",0,3500,315
"Rio de Janeiro",150,3,2,1,10,"yes","no",1500,1300,140
"Campinas",550,3,7,8,0,"yes","no",0,7700,430
"Sao Paulo",220,2,2,3,0,"yes","no",0,10500,750
"Sao Paulo",200,3,2,3,0,"yes","yes",0,6000,209
"Belo Horizonte",300,5,3,4,0,"yes","no",900,6800,167
"Sao Paulo",70,2,2,0,3,"no","no",260,2280,92
"Porto Alegre",45,1,1,1,1,"yes","no",240,740,7
"Porto Alegre",55,2,1,0,3,"yes","no",350,650,42
"Sao Paulo",700,5,8,3,0,"yes","no",0,12000,1000
"Belo Horizonte",300,3,5,0,0,"yes","no",0,5500,310
"Porto Alegre",220,4,5,2,0,"yes","no",0,7000,225
"Sao Paulo",300,4,5,6,0,"yes","yes",0,15000,1805
"Porto Alegre",52,1,1,0,0,"yes","no",90,748,1
"Rio de Janeiro",106,2,2,1,2,"yes","no",1550,4000,323
"Porto Alegre",84,2,2,2,6,"yes","no",657,3200,189
"Sao Paulo",50,2,1,0,0,"no","no",0,1200,0
"Sao Paulo",240,3,3,2,0,"yes","no",0,4000,292
"Sao Paulo",240,3,3,4,0,"yes","yes",0,8000,1000
"Porto Alegre",260,2,2,1,3,"no","no",350,1640,0
"Sao Paulo",73,2,2,1,11,"yes","no",700,1250,150
"Sao Paulo",334,4,6,5,4,"yes","no",3790,3800,2435
"Sao Paulo",67,2,1,1,6,"yes","no",313,1200,167
"Sao Paulo",71,2,1,0,8,"no","no",764,1800,0
"Sao Paulo",280,3,4,3,4,"no","no",4200,7600,1250
"Belo Horizonte",450,5,5,3,0,"yes","no",0,6500,542
"Porto Alegre",82,3,2,1,6,"yes","no",700,2500,59
"Sao Paulo",380,4,5,4,4,"yes","no",4000,8000,2667
"Porto Alegre",105,3,2,2,1,"yes","no",600,2390,134
"Sao Paulo",55,1,1,1,10,"yes","yes",570,1800,0
"Sao Paulo",45,1,1,0,0,"no","no",700,1500,0
"Sao Paulo",70,2,2,1,5,"yes","yes",820,3100,117
"Sao Paulo",160,3,3,0,0,"no","no",0,5000,500
"Sao Paulo",48,2,1,1,1,"yes","no",480,1710,0
"Sao Paulo",200,3,4,2,2,"yes","no",2700,9180,0
"Sao Paulo",46,2,1,0,5,"yes","no",0,1200,0
"Rio de Janeiro",30,1,1,0,0,"no","no",0,680,0
"Rio de Janeiro",140,3,2,1,10,"yes","no",1600,3600,375
"Sao Paulo",101,3,3,2,1,"yes","no",780,4600,330
"Sao Paulo",340,2,4,3,14,"yes","no",4900,15000,917
"Sao Paulo",400,4,5,4,13,"yes","yes",2700,7000,1500
"Campinas",55,2,1,1,2,"yes","no",453,749,44
"Rio de Janeiro",45,2,1,1,9,"yes","no",560,1450,18
"Sao Paulo",62,2,2,0,0,"yes","yes",0,1250,0
"Rio de Janeiro",75,2,1,0,1,"yes","yes",750,3190,196
"Sao Paulo",86,3,1,1,6,"yes","no",460,3150,0
"Porto Alegre",182,3,3,2,0,"yes","no",0,3200,112
"Porto Alegre",30,1,1,1,0,"yes","no",0,762,15
"Rio de Janeiro",153,4,3,1,0,"yes","no",0,2710,121
"Sao Paulo",70,2,1,1,0,"yes","no",0,1100,77
"Rio de Janeiro",82,2,1,1,11,"yes","no",750,1840,83
"Sao Paulo",160,3,4,4,0,"no","no",0,7000,534
"Sao Paulo",270,5,4,4,6,"no","no",3500,7000,1684
"Sao Paulo",370,7,6,8,0,"yes","no",0,10000,1875
"Sao Paulo",470,4,6,2,7,"yes","no",3000,7200,1000
"Sao Paulo",200,1,1,3,0,"yes","no",0,1600,264
"Sao Paulo",62,2,2,0,6,"no","no",645,1400,92
"Sao Paulo",64,2,2,1,4,"yes","no",690,2500,5
"Sao Paulo",58,2,1,1,2,"yes","no",170,1100,0
"Porto Alegre",75,2,2,0,9,"no","no",436,1350,50
"Sao Paulo",200,2,2,2,11,"yes","yes",2900,11000,560
"Sao Paulo",36,1,1,1,11,"yes","no",380,1600,60
"Porto Alegre",120,2,2,1,8,"yes","no",850,1700,134
"Porto Alegre",62,2,2,2,3,"yes","no",540,1600,9
"Sao Paulo",490,3,3,3,0,"yes","yes",0,4450,1200
"Belo Horizonte",67,2,2,2,7,"no","no",831,3170,34
"Sao Paulo",161,3,3,3,8,"yes","no",1762,2500,741
"Sao Paulo",176,4,2,3,0,"yes","no",1225,5000,0
"Sao Paulo",178,4,4,4,16,"yes","no",2200,4500,688
"Porto Alegre",88,3,2,0,2,"yes","no",520,1658,31
"Porto Alegre",470,3,3,4,0,"yes","yes",0,3700,346
"Sao Paulo",257,4,3,2,0,"yes","no",0,7000,1200
"Sao Paulo",70,4,3,0,0,"yes","no",0,3500,270
"Belo Horizonte",50,2,1,1,4,"yes","no",145,700,62
"Belo Horizonte",89,3,2,1,2,"yes","no",330,1300,138
"Sao Paulo",73,2,1,1,4,"yes","no",680,1300,21
"Sao Paulo",95,3,2,2,14,"yes","yes",1000,4500,325
"Rio de Janeiro",54,2,1,1,9,"yes","no",560,1600,0
"Belo Horizonte",150,4,1,3,4,"yes","yes",1600,4350,542
"Rio de Janeiro",139,2,3,1,5,"yes","no",720,5966,387
"Porto Alegre",45,1,1,0,4,"yes","yes",200,1700,55
"Sao Paulo",255,4,4,4,0,"yes","no",0,3400,375
"Sao Paulo",100,1,1,0,0,"yes","no",0,2150,267
"Sao Paulo",120,3,3,1,4,"yes","no",1015,2870,0
"Campinas",200,4,5,2,0,"no","no",1000,8000,84
"Sao Paulo",72,2,1,1,5,"yes","no",899,1280,6
"Porto Alegre",50,1,1,0,0,"yes","yes",0,1100,13
"Sao Paulo",158,3,4,3,5,"no","yes",1950,12000,738
"Sao Paulo",105,3,2,1,2,"yes","no",1937,2380,374
"Sao Paulo",50,2,1,1,5,"yes","no",420,1500,3
"Belo Horizonte",65,2,2,0,3,"yes","no",210,1200,19
"Sao Paulo",108,3,2,2,2,"yes","no",980,2000,195
"Campinas",50,1,1,0,2,"yes","no",450,1080,15
"Sao Paulo",198,3,3,6,0,"yes","yes",0,4200,250
"Campinas",74,3,2,1,10,"yes","no",700,1800,120
"Rio de Janeiro",71,2,2,1,13,"no","yes",2438,5500,246
"Porto Alegre",52,2,1,1,5,"yes","no",400,1100,42
"Belo Horizonte",355,3,4,8,8,"yes","no",2700,6000,1106
"Porto Alegre",162,3,1,0,1,"yes","no",440,1300,67
"Sao Paulo",90,1,1,0,11,"no","no",300,2000,0
"Porto Alegre",62,2,1,1,7,"no","no",485,1377,54
"Sao Paulo",130,3,2,2,0,"yes","yes",0,3000,0
"Sao Paulo",78,1,1,0,2,"yes","no",420,2522,25
"Sao Paulo",276,4,5,4,0,"yes","no",0,4900,183
"Sao Paulo",50,2,1,1,2,"yes","no",380,1500,88
"Porto Alegre",35,1,1,0,2,"yes","yes",350,1500,50
"Belo Horizonte",161,3,1,2,0,"yes","no",0,3500,435
"Sao Paulo",30,1,1,0,3,"no","no",340,920,0
"Sao Paulo",251,4,4,3,10,"yes","no",2700,4200,1250
"Sao Paulo",77,2,1,1,1,"yes","yes",1300,2600,100
"Sao Paulo",112,3,3,2,8,"no","no",1222,3250,486
"Campinas",273,4,2,2,4,"yes","yes",2100,2470,366
"Rio de Janeiro",55,1,1,1,8,"yes","no",400,1100,9
"Campinas",80,3,2,2,14,"no","no",704,1800,83
"Sao Paulo",400,4,5,3,0,"yes","no",0,15000,1750
"Rio de Janeiro",110,3,2,1,9,"yes","no",1100,2500,100
"Sao Paulo",262,4,5,4,17,"yes","no",2500,2250,1350
"Sao Paulo",140,2,2,1,3,"no","no",2000,12500,279
"Sao Paulo",110,6,5,7,0,"yes","no",0,9810,1000
"Porto Alegre",46,1,1,1,3,"yes","no",280,1099,55
"Porto Alegre",55,2,1,0,4,"yes","no",390,1500,42
"Rio de Janeiro",70,2,1,1,5,"no","no",470,1710,100
"Sao Paulo",60,2,2,1,1,"yes","no",600,1860,0
"Sao Paulo",87,3,2,2,5,"no","no",750,4000,250
"Porto Alegre",400,3,4,4,0,"yes","yes",3000,12000,1100
"Porto Alegre",64,2,2,0,7,"no","no",550,1350,52
"Rio de Janeiro",85,2,2,1,12,"yes","yes",3499,9000,769
"Porto Alegre",140,3,4,2,12,"yes","no",1990,3490,292
"Sao Paulo",288,4,5,4,8,"yes","no",3635,5025,1155
"Sao Paulo",64,3,1,1,2,"yes","no",470,1200,110
"Sao Paulo",62,2,2,1,1,"no","yes",684,5050,227
"Rio de Janeiro",15,1,1,0,0,"yes","no",0,700,0
"Sao Paulo",200,4,3,2,8,"yes","no",2744,4100,1615
"Belo Horizonte",450,4,3,4,8,"yes","yes",2000,12750,717
"Sao Paulo",72,3,2,1,11,"yes","no",800,3010,0
"Rio de Janeiro",75,2,1,1,6,"yes","no",970,1750,42
"Sao Paulo",20,1,1,0,0,"yes","no",0,550,30
"Sao Paulo",77,2,2,1,6,"yes","no",900,3000,80
"Sao Paulo",57,1,1,0,5,"yes","yes",300,6000,17
"Sao Paulo",103,3,3,0,6,"yes","no",1530,6000,320
"Sao Paulo",180,3,2,1,8,"yes","yes",2000,12000,334
"Porto Alegre",80,2,1,1,1,"yes","no",0,833,4
"Sao Paulo",25,1,1,1,8,"yes","yes",0,4000,0
"Campinas",248,3,4,4,2,"yes","no",2648,8000,667
"Belo Horizonte",360,6,2,0,0,"no","no",0,8000,752
"Sao Paulo",62,1,1,0,4,"yes","yes",670,2300,0
"Sao Paulo",85,2,1,0,2,"yes","no",259,1800,0
"Porto Alegre",187,3,3,2,0,"yes","yes",0,2805,98
"Sao Paulo",58,2,3,2,0,"no","no",50,2000,0
"Belo Horizonte",93,2,1,0,12,"no","no",475,1600,70
"Sao Paulo",28,1,1,0,5,"yes","no",450,1999,42
"Campinas",120,3,2,5,0,"yes","no",0,1700,75
"Rio de Janeiro",70,1,2,0,0,"no","no",0,1200,0
"Sao Paulo",162,2,3,3,3,"no","yes",2200,15000,959
"Sao Paulo",210,3,2,3,0,"yes","no",0,4700,0
"Belo Horizonte",300,3,2,2,0,"yes","no",0,2500,224
"Sao Paulo",40,1,1,1,12,"yes","no",651,1900,30
"Sao Paulo",270,3,4,4,4,"yes","yes",3200,4800,928
"Sao Paulo",65,2,1,1,8,"yes","yes",1082,3820,134
"Porto Alegre",83,2,2,1,5,"yes","no",450,1400,67
"Sao Paulo",340,4,5,5,9,"yes","no",4800,7500,1917
"Belo Horizonte",28,1,1,1,6,"no","yes",720,890,65
"Sao Paulo",70,1,1,0,0,"yes","no",0,930,60
"Belo Horizonte",300,3,2,2,0,"yes","no",0,4000,184
"Sao Paulo",423,4,5,7,28,"yes","no",5785,14000,2647
"Sao Paulo",16,1,1,0,1,"no","no",0,850,35
"Porto Alegre",38,1,1,0,3,"yes","no",300,1300,53
"Belo Horizonte",210,4,4,4,3,"yes","no",2680,7000,146
"Sao Paulo",380,4,5,5,2,"yes","no",6500,3400,1125
"Rio de Janeiro",289,3,2,1,6,"yes","no",3000,5000,667
"Sao Paulo",28,1,1,0,0,"yes","no",0,1300,0
"Campinas",83,2,3,1,7,"yes","no",1100,1500,42
"Sao Paulo",120,4,3,3,8,"yes","no",1680,3430,622
"Porto Alegre",60,2,2,1,6,"yes","no",606,1080,88
"Sao Paulo",100,2,1,0,0,"yes","no",0,1100,125
"Sao Paulo",108,4,3,2,4,"yes","no",1134,6500,609
"Sao Paulo",345,2,3,2,4,"no","no",3655,12000,783
"Sao Paulo",210,3,4,4,13,"yes","yes",1475,10000,650
"Rio de Janeiro",80,2,1,0,3,"yes","yes",600,5300,34
"Sao Paulo",270,4,4,4,4,"yes","no",3900,2900,0
"Porto Alegre",60,2,1,0,3,"yes","no",290,770,45
"Rio de Janeiro",64,2,1,1,1,"yes","no",810,2900,172
"Rio de Janeiro",90,2,2,0,4,"no","yes",857,4800,208
"Sao Paulo",157,3,3,1,5,"yes","no",1325,4500,347
"Campinas",100,3,2,1,3,"yes","no",690,1300,76
"Campinas",86,3,2,2,3,"yes","no",420,2340,81
"Sao Paulo",56,2,1,1,13,"no","no",390,1800,9
"Rio de Janeiro",40,1,1,0,7,"no","yes",735,2900,137
"Sao Paulo",188,3,4,1,8,"yes","no",2100,10000,562
"Campinas",44,2,1,1,4,"yes","yes",310,1800,34
"Rio de Janeiro",300,3,2,0,5,"yes","no",3000,2970,709
